comment,label
vui tánh . 🎊,2
phân công từng nhóm lên thuyết trình . 🤞,1
đọc slide có thể hiểu nội dung nhưng sau khi thầy giảng lại thì không hiểu tí gì hết . 😡,0
"thầy dạy rất tốt , cảm ơn thầy ! 😍",2
tận tâm . 😊,2
"giảng viên giảng dễ tiếp thu , slide trình bày dễ hiểu , giảng viên nhiệt tình , hài hước . 😊",2
giáo viên rất nhiệt tình và tận tâm ! 💘,2
giáo trình môn học chưa cập nhật . 😨,0
giảng viên giải đề các năm trước . 👐,1
giảng viên nên đưa ra nhiều ví dụ minh họa hơn . 👿,0
nên nhiều khi không hiểu thầy đang giảng gì . 😰,0
"lên lớp đúng giờ , nhiệt tình . 🤩",2
"hy vọng những giờ thực hành , thay vì đưa ra bài thực hành , thầy hướng dẫn từng bước làm đồ án , môn học hay nhưng thầy truyền đạt không hiểu . 🙄",0
thầy dạy quá hay ! 💖,2
muốn đề thi dễ hơn . 😬,0
phương pháp dạy mới tích cực . 🎊,2
"giảng viên nhiệt tình , máu lửa , phương pháp giảng dạy hiện đại . 🧡",2
thầy hay nghỉ dạy nhờ giảng viên khác dạy thay do bận việc nhiều . 😨,0
"giáo viên tận tâm , giảng dạy tốt . 👍",2
"cô vui tính , tận tình . 🎉",2
"cô dạy nhiệt tình , dễ hiểu . 💕",2
tạo ra sự ganh đua trong mỗi buổi thực hành . 😞,0
khả năng truyền đạt chưa cao . 😿,0
"cô rất dễ thương , hiền nữa , cô khá nhiệt huyết . 💘",2
luôn bám sát tiến độ làm đồ án của sinh viên . 💪,2
nhiều bài tập . 😒,0
thiếu nghiêm túc trong học tập . 😑,0
thầy cho nhiều bài tập để thực hành . 😅,2
sinh viên không có thời gian tiếp xúc cũng như thực hành . 😡,0
giảng viên chưa truyền đạt được kiến thức cần hiểu tới sinh viên . 😭,0
cô rất tận tâm và nhiệt tình . 💖,2
đề nghị dạy lập trình c trước hoặc song song với môn học này . 😬,0
buổi chiều nên học lúc 13h30 . 😈,0
"ít trang bị kiến thúc ngữ pháp vững vàng cho sinh viên , ít làm bài tập ngữ pháp trên lớp , một buổi học quá nhiều kiến thức không tiếp thu kịp , áp lực , sửa bài tập nhanh dot chỉ nói bằng miệng nên ít ghi chép để nhớ lâu . 😒",0
"dạy vui , nhiệt tình . 🙂",2
cô tuyệt vời ! 🎊,2
"thầy dạy nhiệt tình , dạy những kiến thức sát với các kỳ thi . 😂",2
giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức . 🤝,1
em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình . 🙌,2
"nhiều sinh viên đọc đề không hiểu , vượt xa kiến thức trên lớp . 😖",0
tăng thời gian giảng dạy . 🙄,0
một số vấn đề nói chưa rõ như là doubledot một số bài tập khó chưa giải đáp được . 😨,0
"cô rất nhiệt tình , giảng bài khá hay . 😗",2
"cô dễ thương , vui tính , nhiệt tình , nhiều nhiều nữa . 😀",2
"cô rất vui tính , giảng bài tận tình . 🤗",2
"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm . 😒",0
giảng viên tận tâm giúp sinh viên học tập . 💞,2
giảng viên cho nhiều bài tập khó . 😿,0
em rất thích ! 🎊,2
"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên . 😵",0
đưa ra các bài tập áp dụng . 😏,1
"thầy dạy cứng nhắc , buồn ngủ . 😑",0
"cô giảng dạy hay , dễ tiếp thu . 😀",2
cần cài đặt matlab trên các máy ở phòng thực hành . 😓,0
"dạy dễ hiểu , hay củng cố lại kiến thức . 🎊",2
giảng còn hơi nhanh . ☠️,0
"giảng viên truyền cảm hứng cho sinh viên , nhiệt tình . 🤭",2
nguyên tắc và tận tình giảng dạy . 🤭,2
thường xuyên đặt câu hỏi cho sinh viên trả lời . 🎉,2
em thích đi học tiết của thầy nhất . 😘,2
cung cấp tài liệu cần thiết cho môn học nhiều hơn . 🥶,0
nói chung thầy wzjwz196 dạy toán là tuyệt . 🧡,2
bài giảng không lôi cuốn . 🤧,0
"giảng dạy nhiệt tình , cho bài tập nhiều . 😄",2
thầy giảng dạy rất nhiệt tình và chi tiết tường tận cho nhiều ví dụ cụ thể thực tế rất hay . 💛,2
cô rất nhiệt tình chỉ dạy cho lớp và luôn giúp những bạn yếu kém vươn lên học tốt hơn . 🖤,2
"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh . 🤕",0
"thay vì thế , giảng viên nên tập trung vào các công nghệ được ngôn ngữ lập trình hỗ trợ và cách sử dụng chúng hiệu quả , việc hướng dẫn lập trình nên đưa vào các buổi thực hành . 😤",0
"đề nghị việc giảng viên vào những lúc cuối kỳ , thời gian chuẩn bị báo cáo đồ án , chuẩn bị thi . ❌",0
điều này gây mất công bằng và không đánh giá được đúng năng lực học tập của các bạn . 😰,0
giảng viên nhiệt tình và công tâm . 🤣,2
nếu thầy có thể lên lớp đúng giờ thì tuyệt ạ ! 😦,0
hay giúp đỡ sinh viên khi không hiểu bài và nhiệt huyết trong công việc . 👏,2
thầy giảng dễ hiểu và kích thích sáng tạo và tìm tòi của sinh viên . 🎊,2
cô hay mất rất nhiều thời gian cho bài học và lịch học bù khá nhiều . 😩,0
"rất nhiệt tình , nhưng cách truyền đạt của thầy và sự tiếp thu của sinh viên còn ít , các hoạt động trao đổi trên moodle rất hạn chế . 🙀",0
cách trình bày giữa thầy thực hành và thầy lý thuyết khác nhau . 🙌,1
thầy nhiệt tình lắm . 😆,2
với một môn nhập môn mà thầy đòi hỏi bọn em quá cao làm bọn em hơi áp lực . 👎,0
"rồi giống như không muốn nghe nữa vậy , cho thời gian báo cáo là 15 phút , nhưng khi chưa kịp nói gì thì thầy nói chuyển , được khoảng 5 phút thì xong , không cho báo cáo nữa ! 🚫",0
một giáo viên tâm huyết với nghề . 🤍,2
quá nhiều kiến thức để nhớ . 😵,0
cách truyền đạt kiến thức cho sinh viên . 🤚,1
"cung cấp slide , kiến thức , truyền dạt tốt . 💛",2
đề thi thực hành quá dài . 💢,0
"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc . 😠",0
thầy nghiêm túc quá . 😨,0
cô dạy rất nhiệt tình và tận tụy . 💞,2
"không chú ý yêu cầu , giải đáp của sinh viên . 🤡",0
tốt ạ . 😄,2
thầy không cho slide và lên lớp chủ yếu là chép slide . 😞,0
nhiệt tình về giảng dạy . 💖,2
giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên . 😞,0
hay đến trễ . 👿,0
thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn . 🙅,0
i love thầy ! 💛,2
cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ . 😙,2
cô rất quan tâm đến tình hình học tập của lớp . 😘,2
"học bù cũng không hỏi ý kiến sinh viên có trùng với môn khác không , học bù lại còn điểm danh . 👿",0
giảng hay minh họa sinh động . 💜,2
"giáo viên thực hành cần năng động hơn , thầy có vẻ hơi thụ động trong giờ thực hành , không tạo cảm hứng cho sinh viên . 🤯",0
có những hoạt động giúp giờ học sinh động . 😍,2
"nhiều lúc báo cáo tiến độ đồ án , khi không hài lòng , giảng viên đã nói thẳng với sinh viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo cáo cuối kỳ . 😿",0
cô rất tận tình giúp đỡ chúng em trong học tập . 💜,2
thầy giảng quá nhanh . 🙄,0
"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác . ☠️",0
"thầy giảng chậm lại , từ dễ tới khó để học sinh tiếp thu tốt hơn . 😿",0
rất hài lòng ! ❤️,2
đề thực hành hay và khó . 👍,2
"giáo viên giảng dạy nhiệt tình , tận tâm , dạy hay , dễ hiểu . 💗",2
không truyền tải hết nội dung chương trình . 😨,0
giảng dạy nhiệt tình tâm huyết . 💓,2
lịch thực hành ban ra quá trễ ! 🥶,0
không . 🤝,1
"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt . 💕",2
"giảng viên có phong cách giảng dạy chưa phù hợp , khiến sinh viên cảm thấy xa rời với nội dung môn học . ☠️",0
công dụng nó là gì ? 🥶,0
"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc . 🤧",0
"bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam . 😢",0
thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên . 😌,2
cô rất nhiệt tình chu đáo . 🤭,2
"nhiệt tình , biết cách truyền đạt . 😀",2
chưa nêu bật được ứng dụng thực tiễn của môn học . 🥵,0
"giảng viên gần gũi , giúp đỡ sinh viên rất nhiều trong học tập trên lớp . 😙",2
"giảng viên dạy thực hành là wzjwz235 , không phải wzjwz236 ! ☠️",0
"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì ! 🙄",0
em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này ! 😔,0
nhìn thấy hơi nghiêm ( khách quan thôi ạ ) . ✋,1
dạy nhanh quá . 🤡,0
em rất hài lòng về hoạt động giảng dạy của thầy . 🤭,2
giảng bài nhựa nhựa nghe buồn ngủ . 🙄,0
nhiều thử thách cho sinh viên . 😤,0
"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn . 😀",2
cô cần cải thiện khả năng truyền đạt trên lớp để sinh viên có thêm hứng thú trong học tập . 🤕,0
"rồi một nhóm thì phải chấm điểm báo cáo cuối kỳ cho 3 nhóm khác , làm phiếu chấm điểm , soạn câu hỏi mà có yêu cầu ra đáp án đồ án của nhóm code chưa tới đâu thì sao mà ngồi đọc source của nhóm khác để code tiếp cho họ . 😭",0
tình hình là khóa 8 aep tụi em đa số là không hiểu ngôn ngữ c . 😧,0
giáo trình chưa phù hợp với lượng tín chỉ môn học ! 😢,0
thầy khá nhiệt tình và rõ ràng . 😅,2
thầy dạy nội dung ít liên quan tới bài học . 😓,0
giáo viên hướng dẫn rất nhiệt tình . 😗,2
"thầy đến đúng giờ , giảng dễ hiểu . 😀",2
không hiệu quả . 🥵,0
"giáo viên là thầy , không phải cô . 🧐",1
"dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô . 😀",2
đó là sự nhiệt huyết của cô wzjwz153 . 🤗,2
"bài tập hay , đa dạng . 😆",2
"cô giảng dễ hiểu , nhiệt tình . 🤭",2
"tận tình , rất biết quan tâm đến học sinh . ✨",2
"thầy rất nhiệt tình , tận tâm với sinh viên . 😄",2
"thầy dạy rất tốt và tâm huyết , phương pháp hợp lý và nội dung giảng dạy tạo hứng thú cho sinh viên . 💜",2
giáo viên đứng lớp dạy rất hay . 🌟,2
tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux . 😠,0
cô điểm danh nhiều quá colonsad . 😠,0
"thầy vui vẻ , giúp đỡ nhiệt tình . 🎊",2
"thầy tận tâm , nhiệt tình dạy dễ hiểu . 😃",2
giảng viên thực hành nên quan tâm đến sinh viên nhiều hơn . 😔,0
thầy không thông báo thời gian học cụ thể cho sinh viên . 🤧,0
dạy chán . 🤧,0
thầy rất nhiệt tình và thường xuyên dạy lố giờ . 🤡,0
"thầy vui vẻ , dễ trao đổi học tập . 😄",2
"giáo viên tận tình , nhiệt tình trong việc cung cấp tài liệu và bài tập qua facebook . 😆",2
thầy giảng quá nhanh ! 💢,0
"thầy nói nhỏ , giờ học khá nhàm chán . 😩",0
"giáo viên tâm huyết , nhiệt tình . 💙",2
"cô wzjwz103 dạy rất hay , rất nhiệt tình , cách dạy của cô cũng rất lý thú , tạo sự hứng thú cho sinh viên . 😂",2
cung cấp cho sinh viên đủ bài tập khi đến lớp cũng như làm ở nhà . 😀,2
"giảng viên dạy dễ hiểu , thân thiên với sinh viên . 💗",2
"nhiệt tình , kỹ năng dạy kinh nghiệm . 😘",2
thầy nên chủ động hơn trong việc giúp đỡ sinh viên trong lúc thực hành . 🥶,0
phòng học thực hành wzjwz18 không đảm bảo chất lượng cho việc học thực hành . 🤡,0
"giáo viên giảng rõ , dễ hiểu . 😉",2
"học cực kỳ áp lực , thầy dạy khó hiểu . 😞",0
"thầy không chịu dạy thực hành , nên cũng rất chán khi học thực hành , nói chung là không ai đi học thực hành là do thầy không dạy tốt , thực ra thì chưa dạy gì cả . ❌",0
"môn học cần được phân bố hợp lý hơn , nên để năm 4 rồi học . 😡",0
hiện giờ em chưa có cách học đúng đắng . ❌,0
"giảng hay , nhiệt tình . 😌",2
"thầy lên lớp rất đầy đủ , không nghỉ buổi nào . 😌",2
cô nhiệt tình dạy rất dễ hiêu . 🤍,2
giải đáp các thắc mắc nhanh và chi tiết . 🖤,2
"ra đề thi còn cẩu thả , không kiểm soát được các đáp án của câu hỏi . 💔",0
"cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết . 🤒",0
"cung cấp thêm giáo trình , tài liệu môn học . 💀",0
tránh tình trạng bị trùng lịch học và gom lớp vào sáng thứ 7 gây mất buổi học của sinh viên . 🤒,0
nhiều bài quá . ❌,0
phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp . 👏,2
"thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp . 😆",2
thầy nói chuyện chưa nghe rõ cho lắm . 💔,0
thầy chỉ làm việc của thầy . 🛑,0
đôi lúc sợ sợ thầy colonsad . 🤡,0
chúc thầy nhiều sức khỏe ! 🖤,2
"thầy dạy dễ hiểu , nhiệt tình . 😂",2
"ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp . 🤬",0
cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt ) . 💀,0
"giảng viên dạy hay , thu hút , tận tâm với sinh viên . 🤩",2
thầy dạy tốt em thích thầy . 😌,2
"môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm . 💢",0
"có vài máy hư trong phòng thực hành , cần khắc phục lại . 😧",0
"giảng viên có khả năng truyền đạt cực tốt , em cực thích . 😍",2
"cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên . 😿",0
chương trình học về môn học này rất hợp lý cho sinh viên . 😅,2
thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên . 😌,2
không có điều gì ! 🖖,1
"thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng . 🤬",0
phòng thực hành chưa có chất lượng . 👎,0
"môn học liên hệ thực tế , liên kết với đồ án hơn . 🤬",0
giáo viên giảng dạy dễ hiểu và tận tâm . 💛,2
thầy nói ngoài lề hơi nhiều . 🥶,0
thường xuyên dạy quá giờ . 😣,0
"giảng viên nhiệt tình , bài tập đa dạng , phương pháp học thú vị . 🥳",2
"cần thay đổi , bổ sung các chương trình hỗ trợ thực hành trên máy . 😡",0
em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng . 😒,0
là người cô rất có tâm . 😊,2
"giảng viên rất tận tâm , nỗ lực trong việc giảng dạy . 🤣",2
"thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán . 😈",0
em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học . ☠️,0
chưa có tài liệu học tập cho sinh viên . 🤒,0
thầy tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy . 💪,2
nội dung của phần thực hành thật ra quá ít cho với đồ án . 😑,0
nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên . 🎉,2
giảng viên luôn đến đúng giờ . 😊,2
thầy dạy quá khó hiểu . 😫,0
cần cải thiện nhiều . 🥴,0
giảng viên không hướng dẫn nhiều cũng như không quan sát theo dõi quá trình thực hành của sinh viên . 😿,0
cô cầm micro hơi sát nên nghe hơi nhói tai một xíu ( tích cực ) . 😿,0
số thời gian thầy nghỉ rất nhiều và không báo trước cho sinh viên . 👿,0
"còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả . 😡",0
thầy dạy hay nhiệt tình . 👍,2
"thầy rất nhiệt tình , thẳng thắn . 🆗",2
tất cả đều phải sử dụng trên phần mềm mô phỏng proteus . 😑,0
"thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa . 😍",2
"dạy học sinh hỏi thì nói "" tui không biết "" . 🤡",0
"thầy đảm bảo giờ lên lớp , nhiệt tình . 🌟",2
"phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành . 😨",0
bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian . 🥶,0
thầy nói nhanh quá . 🥵,0
thầy dạy rất hay rất vui . 🤍,2
cách dạy của giảng viên chưa thực sự phù hợp với bản thân . ☠️,0
giáo viên rất gần gũi với học sinh . 💪,2
"kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa . 😿",0
chưa tốt về mặt kiến thức . 😔,0
giảng hơi chậm . 🛑,0
giao đề tài không công bằng giữa các nhóm . 😨,0
"cô tận tâm , nhiệt tình , giúp học sinh có kết quả tốt . 💖",2
lớp ồn đến nỗi không muốn đi học . 🤕,0
giảng viên luôn đến lớp trễ từ nửa tiếng trở lên . 🤦,0
"đa phần các bạn đều không thể hoàn thành trên lớp và phải về nhà làm thêm , nhưng hình thức làm bài ở nhà thì phải trình bày trên một file word nên rất bất tiện cho giáo viên chấm bài cũng như gia tăng tỉ lệ copy bài . 💢",0
cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết . 😢,0
"cô dễ thương , dạy có tâm . 💛",2
vì lịch thực hành không được sắp xếp từ đầu dẫn đến trùng lịch môn học khác . 😨,0
"chưa nhiều kiếm thức thêm , nâng cao ngoài cơ bản của môn học . 😦",0
cô giáo dạy nhiệt tình . 🤣,2
không hiểu bài cho lắm . 🙅,0
"chương trình học khá nặng so với sinh viên khoa khác ( seminar , bài tập về nhà , đồ án lớn , thi cuối kỳ , dot ) . 😧",0
"thầy hiền , tử tế . 💪",2
"bài giảng , bài tập đầy đủ , dư cho sinh viên tham khảo , ôn luyện . 👏",2
thực hành luôn đi trước lý thuyết . 😫,0
nêu rõ các việc cần làm và chuẩn bị . 🙅,0
"phong cách giảng dạy thoải mái , vui vẻ giúp sinh viên dễ tiếp thu kiến thức và ghi nhớ . 😚",2
"thầy dạy lôi cuốn , cung cấp nhiều kỹ năng nghề nghiệp . 😊",2
nhiệt tình hướng dẫn sinh viên . 💖,2
nhưng lớp trường lại chậm trể trong việc đưa về cho sinh viên thế nên cần phân bổ tài liệu trực tiếp cho sinh viên . 😭,0
thay đổi cách giảng dạy giờ thực hành . 😿,0
"cô tận tâm , nhiệt tình với sinh viên , truyền đạt kiến thức dễ hiểu . 🙂",2
vui vẻ hài hước . 👏,2
giảng viên không có khả năng truyền đạt kiến thức cũng như cách phân bố giảng dạy cho phù hợp . 🙅,0
"giảng viên hơi khó tính với sinh viên , giảng bài lan man gây khó hiểu cho sinh viên . 😒",0
mong có sự hỗ trợ trong thực hành . 😞,0
"trường uit , cách riêng khoa truyền thông và mạng máy tính rất may mắn có được người thầy như thầy x . 🤠",2
"giảng viên dạy dễ hiểu , nhiệt tình . ✨",2
"cô nhiệt tình , nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá ! 🥶",0
giảng bài nhiệt huyết và tận tâm . 😄,2
cô lo sợ sinh viên sẽ không thể hiểu được nhưng thật sự thì để đỗ được đại học thì mức độ tư duy của các sinh viên đã tương đối tốt . 🙆,1
giảng viên giảng dạy còn khó hiểu . 😠,0
"bài tập cô cho dễ quá , không khuyến khích được tinh thần tự học của các bạn . 😨",0
rất hiểu tâm lý sinh viên . 🤣,2
làm bài tập về nhà . 🙌,1
thầy có phương pháp giảng dạy hay . 😗,2
cách thầy truyền đạt kiến thức rất hay và dễ hiểu . 💖,2
"thầy nhiệt tình , tận tâm . 🤠",2
nội dung học cần cải thiện . 🚫,0
thầy wzjwz263 dạy tận tâm lắm . 🤣,2
giảng viên giảng dạy còn kém hiệu quả khi mà ở trên thì giảng viên giảng dạy còn ở dưới thì sinh viên làm việc riêng . 😢,0
"nên có phương pháp thông báo đến sinh viên về lịch học trong thời gian gần buổi học , hơn nữa tránh trùng lắp với môn học khác . 😭",0
sao chưa thấy đi dạy bữa nào ? 💔,0
"thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc . 😅",2
thầy dạy rất hay giải nhiều bài tập . 🤠,2
"nhiệt tình với sinh viên , bài giảng hay . 💚",2
lớp học đông nên ồn ào và khó tiếp thu . 💔,0
cũng ổn . ✋,1
"nhiệt tình , hăng hái , kỹ lưỡng . 😀",2
"ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm . 😒",0
thầy nhiệt tình chỉ bài . 😁,2
thầy dạy rất hay và vui . 🤠,2
kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào . 👎,0
"tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học . 😁",2
"cô giảng bài rất kỹ , có ví dụ minh họa cụ thể . 🤭",2
nói hơi nhiều . 😦,0
cô nhiệt tình dễ thương . 🤭,2
nhóm trưởng không làm thì đồ án bỏ không . 😑,0
đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án . 🤒,0
cô nhiệt tình giảng dạy và hướng dẫn chúng em phương pháp để học tập tốt không chỉ riêng cho môn này mà còn hướng chúng em học làm sao để sau này ra đi làm cho tốt . 👏,2
em nghĩ cô đừng nên cho các bạn lên bảng giải bài nữa . 😡,0
truyền thụ hết kiến thức cho sinh viên . 😆,2
"thương , hài hước , lấy ví dụ thực tiễn , biết phân bố hợp lý giờ giảng dạy xen lẫn trò chuyện cùng học sinh . 🎊",2
giảng viên hay lên lớp muộn . 😿,0
thầy xem bên phần của thầy wzjwz139 nha thầy . 🤏,1
thấy cho nhiều bài tập hay giúp sinh viên biết được nhiều kỹ thuật . 😘,2
"nhiệt tình với sinh viên , lên lớp đúng giờ . 😊",2
"cung cấp thêm tài liệu môn học cho sinh viên , sử dụng hợp lý giờ giảng trên lớp . 🥴",0
"em nghĩ việc học sẽ hiệu quả hơn , khi thầy dạy chúng em đầy đủ tiết . 😩",0
giảng viên thân thiện với sinh viên . 💪,2
thầy đúng giờ . 🥰,2
dạy nhiều kiến thức ngoài hữu ích . ✨,2
"chưa thực sự đi sâu vào nội dung môn học , phần lớn thời gian trên lớp làm bài thực hành mất rồi . 🛑",0
thầy giảng khá hay . 🙌,2
để sinh viên tự nghiên cứu quá nhiều . 🥶,0
nhiệt tình và quan tâm đên sinh viên hơn . 😞,0
bài tập hơi khó . 😠,0
"thầy dạy rất nhiệt tình , hay và dễ hiểu . 🤍",2
"giảng viên dạy nhiệt tình , tận tình giúp đỡ . 😆",2
"tuy nhiên thầy chưa nhấn mạnh công thức môn học cùng với việc thầy giảng những ví dụ quá nhanh , ví dụ đầu tiên khá khó , nên em chưa thể nắm kịp những kiến thức mới . 🤧",0
nhiệt tình giúp đỡ sinh viên và tạo sinh viên có nơi để nâng cao kỹ năng lập trình . 🤣,2
"thầy vui tính nà , nhiệt tình , cách giảng dạy dễ hiểu ! 😙",2
"giảng viên vui vẻ , tận tâm . 🤩",2
cần hướng dẫn sinh viên ôn tập . 💔,0
"giảng viên dạy kỹ , dạy sâu . ❤️",2
thầy chỉ bảo sinh viên tận tình . 🧡,2
nên khắc phục thái độ của giảng viên . 🤡,0
"nếu có thể , xin thầy cho chúng em những bài tập có đáp án . 😡",0
và còn rất nhiều vấn đề khác . 💀,0
"thầy cung cấp nhiều thông tin hay , hữu ích đối với đồ án . 😡",0
thầy cô giáo dạy rất nhiệt tình và vui vẻ . 😗,2
"do học kỳ này em không thể đến lớp học môn này , nên em không thể đưa ra ý kiến gì thêm . 🙌",1
"không nên để xảy ra lỗi trong yêu cầu thực hành , không thực hành phần nào chưa học lý thuyết . ❌",0
thầy wzjwz21 truyền đạt cả lớp học không ai hiểu là thầy đang dạy gì ! 💔,0
bài giảng không thu hút được học sinh . 🤦,0
cần phân chia hai giảng viên cho từng dãy bàn để tăng khả năng tương tác với sinh viên . 😞,0
thời gian học thoải mái . 💜,2
giáo viên giảng dạy tận tình và cho làm nhiều bài tập . 💪,2
"nhiệt tình , luôn giúp đỡ sinh viên khi sinh viên có thắc mắc . 😗",2
thời gian đi dạy trễ . 🤡,0
"tận tâm , đúng giờ . 🤩",2
dạy khó hiểu . 🤕,0
thầy hướng dẫn thực hành chi tiết . 😃,2
tạo điều kiện cho học sinh phát biểu . 🤣,2
"thầy hay khó chịu , không tận tâm , nhiệt tình . 😵",0
thầy đi dạy đầy đủ . 💪,2
cô cho làm đồ án . 😑,1
giáo viên dạy nhanh quá theo không kịp . 🤯,0
giảng viên tận tâm nhiệt tình ! 😄,2
"học tập hơi khô khan , cô cần ôn tập thi sát đề thêm chút nữa ạ coloncolon . 🙀",0
chào thầy fraction cô ! 🤚,1
"nhiệt tình , tạo hứng thú học tập . 😅",2
nên có nhiều tiết thực hành hơn . 👎,0
"slide bài học rất ư là khó nắm bắt , code trong slide vẫn còn chỗ sai . 🤕",0
"nghỉ rất nhiều , đa phần những buổi nghỉ là do sinh viên chờ 30 phút không thấy thầy lên mà giải tán . 😫",0
giảng dạy cho sinh viên rất nhiệt tình . 🤭,2
"giảng viên dạy lý thuyết và thực hành cần thống nhất với nhau về nội dung đã được giảng dạy qua mỗi tuần , tránh trường hợp thực hành trước khi học lý thuyết . 🥶",0
cần kết hợp học với hành . 😞,0
"giảng viên cực kỳ tận tâm , nhiệt tình , giảng dạy rất dễ hiểu và rất thú vị tuy rằng đây là môn khô khan , khó hiểu . 👏",2
"thầy dạy rất dễ hiểu , bài tập nhiều . 😆",2
nên đưa ra các vấn đề thường gặp . 🥵,0
cô hướng dẫn về cách thuyết trình rất hay . 💪,2
cô dạy hay nhiệt tình . 🤗,2
"giảng dạy ngắn gọc , dễ hiểu , nhiệt tình . 😘",2
bài tập cho quá khó . 🚫,0
giảng viên nên ra thêm bài tập . 🙅,0
giảng viên quá nhiệt tình . 😊,2
"giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh . 👎",0
"thầy nhiệt tình , giảng chi tiết , có quan tâm đến sinh viên . 🥰",2
